,nomal,focal
6655,산,산
6656,일식,일식
6657,한식,한식
6658,일식,일식
6659,전문상가,전문상가
6660,바/까페,바/까페
6661,트래킹,트래킹
6662,"야영장,오토캠핑장","야영장,오토캠핑장"
6663,바/까페,테마공원
6664,한식,한식
6665,한식,한식
6666,한식,한식
6667,민박,섬
6668,바/까페,바/까페
6669,한옥스테이,한옥스테이
6670,펜션,펜션
6671,"야영장,오토캠핑장","야영장,오토캠핑장"
6672,사찰,사찰
6673,성,성
6674,유명건물,유명건물
6675,펜션,펜션
6676,민물낚시,민물낚시
6677,상설시장,상설시장
6678,"야영장,오토캠핑장","야영장,오토캠핑장"
6679,계곡,계곡
6680,펜션,펜션
6681,상설시장,상설시장
6682,한식,한식
6683,"야영장,오토캠핑장","야영장,오토캠핑장"
6684,한옥스테이,한옥스테이
6685,도서관,도서관
6686,수목원,수목원
6687,일반축제,일반축제
6688,한식,한식
6689,상설시장,상설시장
6690,공원,산
6691,한식,한식
6692,"야영장,오토캠핑장","야영장,오토캠핑장"
6693,"야영장,오토캠핑장","야영장,오토캠핑장"
6694,일반축제,일반축제
6695,윈드서핑/제트스키,복합 레포츠
6696,트래킹,트래킹
6697,바/까페,바/까페
6698,전문상가,전문상가
6699,자동차경주,자동차경주
6700,"야영장,오토캠핑장","야영장,오토캠핑장"
6701,한식,한식
6702,공연장,공연장
6703,성,성
6704,한옥스테이,한옥스테이
6705,트래킹,트래킹
6706,민속마을,농.산.어촌 체험
6707,자연생태관광지,자연생태관광지
6708,농.산.어촌 체험,농.산.어촌 체험
6709,온천/욕장/스파,온천/욕장/스파
6710,"야영장,오토캠핑장","야영장,오토캠핑장"
6711,유적지/사적지,유적지/사적지
6712,한식,한식
6713,유원지,유원지
6714,서양식,서양식
6715,한식,한식
6716,중식,한식
6717,한식,한식
6718,해수욕장,해수욕장
6719,한식,한식
6720,한식,한식
6721,테마공원,테마공원
6722,"야영장,오토캠핑장","야영장,오토캠핑장"
6723,한식,한식
6724,박물관,박물관
6725,테마공원,테마공원
6726,도서관,도서관
6727,관광단지,관광단지
6728,트래킹,트래킹
6729,한식,한식
6730,농.산.어촌 체험,농.산.어촌 체험
6731,바다낚시,바다낚시
6732,"야영장,오토캠핑장","야영장,오토캠핑장"
6733,펜션,펜션
6734,상설시장,상설시장
6735,"야영장,오토캠핑장","야영장,오토캠핑장"
6736,전문상가,전문상가
6737,도서관,도서관
6738,농.산.어촌 체험,농.산.어촌 체험
6739,농.산.어촌 체험,섬
6740,썰매장,썰매장
6741,모텔,모텔
6742,상설시장,상설시장
6743,공원,공원
6744,일반축제,일반축제
6745,유적지/사적지,유적지/사적지
6746,동상,동상
6747,한식,한식
6748,바/까페,바/까페
6749,이색거리,이색거리
6750,기념관,생가
6751,농.산.어촌 체험,농.산.어촌 체험
6752,모텔,모텔
6753,일반축제,일반축제
6754,테마공원,테마공원
6755,트래킹,트래킹
6756,성,성
6757,서양식,서양식
6758,바/까페,바/까페
6759,미술관/화랑,미술관/화랑
6760,한식,한식
6761,수련시설,수련시설
6762,민물낚시,민물낚시
6763,민물낚시,바다낚시
6764,자연생태관광지,자연생태관광지
6765,"야영장,오토캠핑장","야영장,오토캠핑장"
6766,"야영장,오토캠핑장","야영장,오토캠핑장"
6767,기타행사,기타행사
6768,한식,한식
6769,계곡,계곡
6770,한식,한식
6771,모텔,모텔
6772,기타,기타
6773,모텔,모텔
6774,일반축제,기타행사
6775,바/까페,바/까페
6776,스키(보드) 렌탈샵,스키(보드) 렌탈샵
6777,"야영장,오토캠핑장","야영장,오토캠핑장"
6778,사찰,사찰
6779,"야영장,오토캠핑장","야영장,오토캠핑장"
6780,한옥스테이,한옥스테이
6781,트래킹,이색거리
6782,"야영장,오토캠핑장","야영장,오토캠핑장"
6783,바/까페,바/까페
6784,자연휴양림,산
6785,상설시장,상설시장
6786,산,산
6787,전문상가,전문상가
6788,유원지,유원지
6789,"야영장,오토캠핑장","야영장,오토캠핑장"
6790,모텔,모텔
6791,수련시설,수련시설
6792,유원지,유원지
6793,유원지,유원지
6794,사찰,사찰
6795,전문상가,전문상가
6796,윈드서핑/제트스키,윈드서핑/제트스키
6797,유적지/사적지,유적지/사적지
6798,트래킹,트래킹
6799,기타,기타
6800,기타행사,기타행사
6801,"야영장,오토캠핑장","야영장,오토캠핑장"
6802,한식,한식
6803,윈드서핑/제트스키,콘도미니엄
6804,"야영장,오토캠핑장","야영장,오토캠핑장"
6805,유적지/사적지,유적지/사적지
6806,공연장,공연장
6807,"야영장,오토캠핑장","야영장,오토캠핑장"
6808,한식,한식
6809,상설시장,상설시장
6810,종교성지,종교성지
6811,서양식,서양식
6812,유적지/사적지,자연생태관광지
6813,상설시장,상설시장
6814,펜션,펜션
6815,한식,한식
6816,5일장,5일장
6817,공원,공원
6818,계곡,이색거리
6819,한식,한식
6820,"공예,공방","공예,공방"
6821,한옥스테이,한옥스테이
6822,모텔,모텔
6823,유적지/사적지,유적지/사적지
6824,수목원,펜션
6825,골프,골프
6826,한식,한식
6827,공원,공원
6828,중식,중식
6829,한식,한식
6830,한옥스테이,한옥스테이
6831,자연생태관광지,자연생태관광지
6832,"야영장,오토캠핑장","야영장,오토캠핑장"
6833,유적지/사적지,유적지/사적지
6834,박물관,박물관
6835,"야영장,오토캠핑장","야영장,오토캠핑장"
6836,유적지/사적지,유적지/사적지
6837,"야영장,오토캠핑장","야영장,오토캠핑장"
6838,"야영장,오토캠핑장","야영장,오토캠핑장"
6839,폭포,폭포
6840,유적지/사적지,유적지/사적지
6841,자동차경주,자동차경주
6842,펜션,펜션
6843,한옥스테이,한옥스테이
6844,한식,한식
6845,한옥스테이,한옥스테이
6846,한식,한식
6847,한식,한식
6848,바/까페,바/까페
6849,한식,한식
6850,유적지/사적지,유적지/사적지
6851,중식,중식
6852,테마공원,이색거리
6853,희귀동.식물,자연생태관광지
6854,농.산.어촌 체험,농.산.어촌 체험
6855,한식,한식
6856,한식,한식
6857,한식,한식
6858,박물관,박물관
6859,한옥스테이,한옥스테이
6860,유적지/사적지,강
6861,한식,한식
6862,한옥스테이,한옥스테이
6863,등대,테마공원
6864,자연생태관광지,자연생태관광지
6865,바/까페,바/까페
6866,"야영장,오토캠핑장","야영장,오토캠핑장"
6867,한식,한식
6868,한식,한식
6869,바/까페,바/까페
6870,사찰,사찰
6871,공원,공원
6872,유적지/사적지,유적지/사적지
6873,미술관/화랑,미술관/화랑
6874,다리/대교,다리/대교
6875,바/까페,바/까페
6876,일식,일식
6877,일반축제,일반축제
6878,바/까페,바/까페
6879,한식,한식
6880,한식,한식
6881,5일장,5일장
6882,"야영장,오토캠핑장","야영장,오토캠핑장"
6883,모텔,모텔
6884,유적지/사적지,유적지/사적지
6885,한식,한식
6886,바/까페,바/까페
6887,기타행사,박람회
6888,한식,한식
6889,유람선/잠수함관광,유람선/잠수함관광
6890,"야영장,오토캠핑장","야영장,오토캠핑장"
6891,"야영장,오토캠핑장","야영장,오토캠핑장"
6892,한식,한식
6893,"야영장,오토캠핑장","야영장,오토캠핑장"
6894,"야영장,오토캠핑장","야영장,오토캠핑장"
6895,상설시장,상설시장
6896,공연장,공연장
6897,산,산
6898,한식,한식
6899,사찰,사찰
6900,문화원,문화원
6901,한식,한식
6902,"야영장,오토캠핑장","야영장,오토캠핑장"
6903,트래킹,트래킹
6904,기념탑/기념비/전망대,기념탑/기념비/전망대
6905,한식,한식
6906,한식,한식
6907,테마공원,테마공원
6908,유적지/사적지,유적지/사적지
6909,기타,기타
6910,이색거리,이색거리
6911,항구/포구,항구/포구
6912,바/까페,바/까페
6913,희귀동.식물,희귀동.식물
6914,한식,한식
6915,홈스테이,홈스테이
6916,트래킹,트래킹
6917,공원,공원
6918,미술관/화랑,미술관/화랑
6919,한식,한식
6920,자연생태관광지,산
6921,유적지/사적지,유적지/사적지
6922,한식,한식
6923,한식,한식
6924,유적지/사적지,유적지/사적지
6925,"야영장,오토캠핑장","야영장,오토캠핑장"
6926,한식,한식
6927,한식,한식
6928,농.산.어촌 체험,농.산.어촌 체험
6929,일반축제,일반축제
6930,성,성
6931,기타,일반축제
6932,박물관,박물관
6933,해수욕장,해수욕장
6934,농.산.어촌 체험,농.산.어촌 체험
6935,바/까페,바/까페
6936,한식,한식
6937,"야영장,오토캠핑장","야영장,오토캠핑장"
6938,"야영장,오토캠핑장","야영장,오토캠핑장"
6939,상설시장,상설시장
6940,자동차경주,자동차경주
6941,상설시장,상설시장
6942,한식,한식
6943,펜션,펜션
6944,민물낚시,민물낚시
6945,바/까페,바/까페
6946,민속마을,민속마을
6947,수련시설,수련시설
6948,게스트하우스,게스트하우스
6949,바/까페,바/까페
6950,민물낚시,민물낚시
6951,한식,한식
6952,한식,한식
6953,중식,중식
6954,"야영장,오토캠핑장","야영장,오토캠핑장"
6955,테마공원,테마공원
6956,문화원,문화원
6957,도서관,도서관
6958,다리/대교,다리/대교
6959,산,산
6960,한식,한식
6961,일식,일식
6962,유적지/사적지,유적지/사적지
6963,강,유원지
6964,한식,한식
6965,게스트하우스,게스트하우스
6966,바/까페,바/까페
6967,일반축제,일반축제
6968,박물관,박물관
6969,한식,한식
6970,바/까페,바/까페
6971,채식전문점,서양식
6972,항구/포구,항구/포구
6973,"야영장,오토캠핑장","야영장,오토캠핑장"
6974,문,문
6975,산,계곡
6976,요트,윈드서핑/제트스키
6977,산,산
6978,트래킹,트래킹
6979,계곡,계곡
6980,한식,한식
6981,일반축제,일반축제
6982,산,산
6983,트래킹,트래킹
6984,바다낚시,바다낚시
6985,한식,한식
6986,한식,한식
6987,한식,한식
6988,사찰,사찰
6989,유람선/잠수함관광,유람선/잠수함관광
6990,유적지/사적지,유적지/사적지
6991,항구/포구,항구/포구
6992,한식,한식
6993,사찰,사찰
6994,한식,한식
6995,"야영장,오토캠핑장","야영장,오토캠핑장"
6996,한식,한식
6997,펜션,펜션
6998,박물관,박물관
6999,한옥스테이,한옥스테이
7000,"야영장,오토캠핑장","야영장,오토캠핑장"
7001,박물관,박물관
7002,자연생태관광지,자연생태관광지
7003,미술관/화랑,미술관/화랑
7004,유적지/사적지,유적지/사적지
7005,관광단지,관광단지
7006,"야영장,오토캠핑장","야영장,오토캠핑장"
7007,한식,한식
7008,"야영장,오토캠핑장","야영장,오토캠핑장"
7009,바/까페,서양식
7010,테마공원,테마공원
7011,유적지/사적지,유적지/사적지
7012,문,문
7013,한식,한식
7014,희귀동.식물,희귀동.식물
7015,자연생태관광지,자연생태관광지
7016,농.산.어촌 체험,농.산.어촌 체험
7017,전시관,전시관
7018,공원,공원
7019,관광단지,관광단지
7020,패밀리레스토랑,패밀리레스토랑
7021,온천/욕장/스파,온천/욕장/스파
7022,"야영장,오토캠핑장","야영장,오토캠핑장"
7023,전문상가,전문상가
7024,산,산
7025,사찰,사찰
7026,박물관,박물관
7027,자연생태관광지,자연생태관광지
7028,썰매장,썰매장
7029,상설시장,상설시장
7030,유원지,유원지
7031,모텔,모텔
7032,한식,한식
7033,한식,한식
7034,"야영장,오토캠핑장","야영장,오토캠핑장"
7035,한옥스테이,모텔
7036,한옥스테이,한옥스테이
7037,한식,한식
7038,중식,중식
7039,5일장,5일장
7040,트래킹,트래킹
7041,해수욕장,해수욕장
7042,트래킹,이색거리
7043,"야영장,오토캠핑장","야영장,오토캠핑장"
7044,한식,일식
7045,한식,한식
7046,자연생태관광지,자연생태관광지
7047,서양식,서양식
7048,일반축제,기타행사
7049,생가,유적지/사적지
7050,강,자연생태관광지
7051,한식,한식
7052,"야영장,오토캠핑장","야영장,오토캠핑장"
7053,한옥스테이,한옥스테이
7054,폭포,폭포
7055,일반축제,기타행사
7056,생가,생가
7057,한식,한식
7058,한식,한식
7059,일반축제,일반축제
7060,문,문
7061,산,산
7062,문화원,문화원
7063,상설시장,상설시장
7064,"야영장,오토캠핑장","야영장,오토캠핑장"
7065,유적지/사적지,유적지/사적지
7066,한식,한식
7067,패밀리레스토랑,패밀리레스토랑
7068,펜션,펜션
7069,"야영장,오토캠핑장","야영장,오토캠핑장"
7070,한식,한식
7071,사찰,사찰
7072,바/까페,바/까페
7073,한식,한식
7074,한식,한식
7075,펜션,펜션
7076,농.산.어촌 체험,농.산.어촌 체험
7077,유적지/사적지,유적지/사적지
7078,서양식,서양식
7079,자연생태관광지,자연생태관광지
7080,유적지/사적지,유적지/사적지
7081,한식,한식
7082,5일장,5일장
7083,박물관,박물관
7084,이색거리,이색거리
7085,고궁,유적지/사적지
7086,일반축제,일반축제
7087,산,산
7088,민속마을,민속마을
7089,사찰,사찰
7090,한옥스테이,한옥스테이
7091,골프,골프
7092,한식,한식
7093,농.산.어촌 체험,농.산.어촌 체험
7094,펜션,펜션
7095,한식,한식
7096,해안절경,해안절경
7097,자연생태관광지,자연휴양림
7098,바/까페,바/까페
7099,한식,한식
7100,래프팅,래프팅
7101,사찰,사찰
7102,한옥스테이,한옥스테이
7103,한옥스테이,한옥스테이
7104,한식,한식
7105,공연장,공연장
7106,테마공원,테마공원
7107,테마공원,테마공원
7108,중식,중식
7109,유적지/사적지,유적지/사적지
7110,"야영장,오토캠핑장","야영장,오토캠핑장"
7111,한옥스테이,모텔
7112,한식,한식
7113,바/까페,바/까페
7114,서양식,한식
7115,"야영장,오토캠핑장","야영장,오토캠핑장"
7116,펜션,펜션
7117,일반축제,일반축제
7118,강,강
7119,생가,생가
7120,일반축제,일반축제
7121,일식,일식
7122,펜션,펜션
7123,펜션,펜션
7124,유원지,유원지
7125,해수욕장,해수욕장
7126,농.산.어촌 체험,농.산.어촌 체험
7127,테마공원,이색거리
7128,사찰,사찰
7129,중식,중식
7130,기타,한식
7131,농.산.어촌 체험,농.산.어촌 체험
7132,사찰,사찰
7133,한옥스테이,한옥스테이
7134,모텔,모텔
7135,농.산.어촌 체험,농.산.어촌 체험
7136,일반축제,일반축제
7137,한식,한식
7138,사찰,사찰
7139,강,강
7140,한식,한식
7141,한식,한식
